,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
2739,CB-E,VRGame,concentration_calculator,d-1-0,5,28.8,1801.0,5463.81,2000.0,1002.5,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,5,0.06,191.3868
2480,CB-E,DCNS,object_detector,d-0,1,3.82,6575.55,4222.09,4000.0,1542.27,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,2,0.5,1028.185
2848,CB-E,Translation_Service,processingModule,d-0,2,613.61,2064.0,2671.37,4000.0,964.4,2500,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,6,0.1,375.043
1433,Edgewards,DCNS,object_detector,d-0,2,27.97,21979.65,8772.63,4000.0,3123.63,550,10,2082.42,1410143363,10000.0,10000.0,50.0,2000.0,1,2,0.5,1041.21
1295,Edgewards,Translation_Service,processingModule,cloud,11,376.18,184026.25,19193.58,44800.0,5153.99,2500,10,3644.23,1410143363,100.0,10000.0,0.0,500.0,0,11,0.1,364.423
1623,Edgewards,Translation_Service,storageModule,d-0,5,0.0,14558.75,6665.17,4000.0,2438.35,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,5,0.1,108.371
3890,MGA,DCNS,object_detector,cloud,5,177.55,278037.0,30706.35,44800.0,7775.63,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,5,0.5,1028.185
1534,Edgewards,VRGame,concentration_calculator,d-1-0,4,26.78,1214.0,4387.74,2000.0,802.0,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,4,0.06,191.3868
1996,CB-E,VRGame,concentration_calculator,d-1-0,1,31.29,135.5,1366.64,2000.0,239.09,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,1,0.06,228.2262
3271,CB-E,VRGame,concentration_calculator,d-1-0,9,98.06,5398.0,9868.11,2000.0,1823.13,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,9,0.06,193.3626
788,ELSA,DCNS,object_detector,cloud,4,76.35,65228.35,23666.36,44800.0,6071.48,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,6,0.5,1089.055
3058,CB-E,Translation_Service,processingModule,d-1-0,4,690.78,2146.0,10604.25,2000.0,1960.3,2500,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,7,0.1,381.169
1719,Edgewards,DCNS,object_tracker,cloud,6,177.4,338591.9,38427.52,44800.0,9862.64,300,10,1086.79,1282538739,100.0,10000.0,0.0,100.0,0,6,0.5,543.395
2688,CB-E,DCNS,object_tracker,d-1-0,1,123.23,8039.35,8465.61,2000.0,1561.81,300,10,1041.21,1410143363,10000.0,10000.0,25.0,100.0,1,4,0.5,520.605
2812,CB-E,Translation_Service,storageModule,d-1-0,5,0.0,1975.0,10700.86,2000.0,1978.3,1000,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,5,0.1,104.121
3367,MGA,Translation_Service,storageModule,d-0,1,0.0,2624.25,1377.4,4000.0,482.2,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,1,0.1,107.155
2055,CB-E,Translation_Service,storageModule,d-0,6,0.0,3240.0,5830.66,4000.0,2141.71,1000,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,10,0.1,91.137
3387,MGA,Translation_Service,processingModule,d-0,1,78.27,2651.25,1195.33,4000.0,414.35,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,1,0.1,322.271
767,ELSA,VRGame,concentration_calculator,d-0,6,76.59,18665.5,1259.34,4000.0,455.16,350,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,6,0.06,227.5794
4178,MGA,Translation_Service,storageModule,cloud,9,0.0,148195.25,16469.99,44800.0,4410.67,1000,10,1089.05,633816299,100.0,10000.0,0.0,1000.0,0,9,0.1,108.905
3231,CB-E,VRGame,concentration_calculator,d-1-0,8,289.9,4414.5,10262.64,2000.0,1896.65,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,9,0.06,225.0258
3889,MGA,DCNS,object_tracker,cloud,5,177.34,278037.0,30706.35,44800.0,7775.63,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,5,0.5,514.09
2945,CB-E,DCNS,user_interface,cloud,6,0.0,10102.05,17623.21,44800.0,4428.68,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,6,0.025,13.585
1495,Edgewards,DCNS,object_tracker,cloud,3,177.25,166993.2,20326.75,44800.0,4941.58,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,3,0.5,544.525
1168,Edgewards,Translation_Service,storageModule,cloud,10,0.0,162434.0,17945.56,44800.0,4812.99,1000,10,1069.55,428956419,100.0,10000.0,0.0,1000.0,0,10,0.1,106.955
752,ELSA,DCNS,object_tracker,cloud,4,69.9,63791.35,18346.06,44800.0,4625.18,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,6,0.5,455.685
3833,MGA,DCNS,object_tracker,cloud,4,177.3,224774.1,25285.39,44800.0,6299.32,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,4,0.5,520.605
3461,MGA,DCNS,user_interface,cloud,10,0.0,555601.5,62440.75,44800.0,16391.14,200,10,541.86,1329531353,100.0,10000.0,0.0,2000.0,0,10,0.025,13.546500000000002
1726,Edgewards,DCNS,object_tracker,cloud,7,177.44,386372.8,43789.89,44800.0,11323.89,300,10,1069.55,428956419,100.0,10000.0,0.0,100.0,0,7,0.5,534.775
384,ELSA,DCNS,object_detector,cloud,10,660.37,113656.45,59900.41,44800.0,15921.51,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,12,0.5,1086.79
1945,CB-E,Translation_Service,processingModule,d-1-0,1,30.87,196.0,2671.37,2000.0,482.2,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,1,0.1,375.043
835,ELSA,DCNS,object_detector,d-0,2,133.86,74057.2,9750.3,4000.0,3602.37,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,7,0.5,1029.25
499,ELSA,DCNS,object_tracker,d-0,2,64.3,30763.8,9966.94,4000.0,3683.1,300,10,920.78,794161987,10000.0,10000.0,50.0,100.0,1,3,0.5,460.39
2965,CB-E,Translation_Service,processingModule,d-0,3,624.22,2283.5,3958.09,4000.0,1443.9,2500,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,7,0.1,374.343
1967,CB-E,Translation_Service,storageModule,d-1-0,1,0.0,197.5,2307.22,2000.0,414.35,1000,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,1,0.1,92.078
3500,MGA,Translation_Service,processingModule,cloud,11,375.75,179474.5,19716.05,44800.0,5294.28,2500,10,3743.43,428956419,100.0,10000.0,0.0,500.0,0,11,0.1,374.343
1831,Edgewards,DCNS,object_tracker,cloud,8,177.5,444553.7,50381.55,44800.0,13112.91,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,8,0.5,541.855
2310,CB-E,Translation_Service,processingModule,d-1-0,4,888.41,2544.0,10435.17,2000.0,1928.79,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,12,0.1,375.043
257,ELSA,Translation_Service,processingModule,cloud,3,584.99,25874.75,6740.32,44800.0,1470.22,2500,10,3811.69,633816299,100.0,10000.0,0.0,500.0,0,11,0.1,381.169
378,ELSA,Translation_Service,storageModule,cloud,2,0.0,27848.25,7460.26,44800.0,1665.93,1000,10,1041.21,1410143363,100.0,10000.0,0.0,1000.0,0,12,0.1,104.121
1568,Edgewards,Translation_Service,storageModule,d-1-0,4,0.0,1684.0,10604.25,2000.0,1960.3,1000,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,4,0.1,108.905
122,ELSA,VRGame,concentration_calculator,d-0,10,80.66,33382.0,3702.15,4000.0,1365.48,350,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,10,0.06,227.5794
2671,CB-E,VRGame,concentration_calculator,d-1-0,4,30.5,1228.5,5226.94,2000.0,958.37,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,4,0.06,228.7014
3903,MGA,DCNS,object_tracker,cloud,5,177.35,280927.0,31078.51,44800.0,7874.15,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,5,0.5,520.605
2815,CB-E,DCNS,user_interface,cloud,5,0.0,9245.25,11576.47,44800.0,2784.91,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,5,0.025,13.585
3017,CB-E,Translation_Service,storageModule,d-0,3,0.0,2719.5,2554.31,4000.0,920.78,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,7,0.1,92.078
2500,CB-E,DCNS,object_detector,d-1-0,1,4.12,7356.55,8465.61,2000.0,1561.81,550,10,2082.42,1410143363,10000.0,10000.0,25.0,2000.0,1,2,0.5,1041.21
1796,Edgewards,DCNS,object_tracker,cloud,8,177.5,441545.7,49740.7,44800.0,12941.58,300,10,1069.55,428956419,100.0,10000.0,0.0,100.0,0,8,0.5,534.775
3211,CB-E,DCNS,object_tracker,d-1-0,1,408.96,8790.65,8832.57,2000.0,1630.19,300,10,1086.79,1282538739,10000.0,10000.0,25.0,100.0,1,8,0.5,543.395
2661,CB-E,VRGame,concentration_calculator,d-1-0,4,28.17,1220.0,4939.45,2000.0,904.8,350,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,4,0.06,215.9184
2725,CB-E,Translation_Service,processingModule,d-1-0,4,494.03,1902.5,10435.17,2000.0,1928.79,2500,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,5,0.1,375.043
3759,MGA,Translation_Service,storageModule,d-0,3,0.0,8337.0,4028.74,4000.0,1470.22,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,3,0.1,108.905
855,ELSA,Translation_Service,processingModule,d-0,7,99.57,22367.25,7866.7,4000.0,2900.44,2500,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,7,0.1,322.271
1115,Edgewards,VRGame,connector,d-1-0,1,0.0,134.0,1159.51,2000.0,200.5,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,1,0.01,9.1137
1863,Edgewards,VRGame,concentration_calculator,d-0,9,80.55,18227.25,5741.66,4000.0,2117.71,350,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,9,0.06,224.6058
2494,CB-E,Translation_Service,storageModule,d-1-0,2,0.0,577.0,5343.84,2000.0,980.15,1000,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,2,0.1,108.905
3802,MGA,VRGame,concentration_calculator,d-0,4,73.79,7458.5,2257.81,4000.0,810.28,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,4,0.06,193.3626
4013,MGA,VRGame,connector,d-0,7,0.0,13928.75,3888.58,4000.0,1417.99,100,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,7,0.01,9.2078
3946,MGA,DCNS,object_detector,cloud,6,177.64,333911.9,33451.43,44800.0,8356.04,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,6,0.5,920.775
3657,MGA,DCNS,user_interface,cloud,2,0.0,21223.65,1415.81,44800.0,22.78,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,2,0.025,11.392
3904,MGA,DCNS,object_detector,cloud,5,177.55,280927.0,31078.51,44800.0,7874.15,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,5,0.5,1041.21
3449,MGA,DCNS,object_detector,cloud,10,178.04,555411.5,53405.98,44800.0,13784.41,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,10,0.5,911.365
1044,ELSA,DCNS,object_tracker,cloud,6,256.72,86259.9,41645.58,44800.0,10959.03,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,9,0.5,541.855
3295,CB-E,Translation_Service,storageModule,d-0,5,0.0,2470.0,6626.69,4000.0,2438.35,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,9,0.1,108.371
3411,MGA,VRGame,connector,d-0,1,0.0,1862.0,698.13,4000.0,229.07,100,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,1,0.01,10.4121
1559,Edgewards,DCNS,object_detector,cloud,4,177.46,222462.1,24985.71,44800.0,6220.51,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,4,0.5,1028.185
2942,CB-E,Translation_Service,storageModule,d-1-0,5,0.0,2206.0,10700.86,2000.0,1978.3,1000,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,6,0.1,104.121
1733,Edgewards,DCNS,object_tracker,cloud,7,177.45,392000.8,43869.26,44800.0,11345.06,300,10,1071.55,1954324947,100.0,10000.0,0.0,100.0,0,7,0.5,535.775
696,ELSA,VRGame,connector,d-1-0,5,0.0,1833.0,6512.82,2000.0,1197.96,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,5,0.01,10.8905
1734,Edgewards,DCNS,object_detector,cloud,7,177.76,392000.8,43869.26,44800.0,11345.06,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,7,0.5,1071.55
3417,MGA,VRGame,concentration_calculator,d-0,1,84.84,1822.0,725.04,4000.0,239.09,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,1,0.06,228.2262
507,ELSA,DCNS,object_tracker,d-0,3,27.98,31720.6,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,3,0.5,541.855
3853,MGA,DCNS,user_interface,cloud,5,0.0,280047.0,31945.38,44800.0,8103.61,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,5,0.025,13.3945
3755,MGA,DCNS,user_interface,cloud,3,0.0,166993.2,20326.75,44800.0,4941.58,200,10,544.53,633816299,100.0,10000.0,0.0,2000.0,0,3,0.025,13.61325
1129,Edgewards,VRGame,connector,d-1-0,1,0.0,131.0,1363.0,2000.0,238.42,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,1,0.01,10.8371
1521,Edgewards,VRGame,connector,d-1-0,4,0.0,1267.5,5144.28,2000.0,942.97,100,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,4,0.01,10.7155
66,ELSA,DCNS,object_detector,d-0,1,27.25,10878.7,4458.0,4000.0,1630.19,550,10,2173.58,1282538739,10000.0,10000.0,50.0,2000.0,1,1,0.5,1086.79
610,ELSA,DCNS,object_detector,d-0,2,30.99,43572.65,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,4,0.5,1089.055
3186,CB-E,Translation_Service,processingModule,d-0,4,747.52,2310.5,5343.84,4000.0,1960.3,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,8,0.1,381.169
3330,CB-E,DCNS,object_detector,cloud,6,776.62,8454.45,34319.28,44800.0,8967.42,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,9,0.5,1041.21
2324,CB-E,Translation_Service,processingModule,d-1-0,4,847.01,2754.0,10578.89,2000.0,1955.57,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,12,0.1,360.237
2642,CB-E,VRGame,concentration_calculator,d-1-0,4,27.61,1255.0,4432.18,2000.0,810.28,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,4,0.06,193.3626
2924,CB-E,DCNS,object_detector,d-1-0,1,612.82,7309.05,8850.78,2000.0,1633.58,550,10,2178.11,633816299,10000.0,10000.0,25.0,2000.0,1,6,0.5,1089.055
3554,MGA,DCNS,object_detector,cloud,11,178.16,617594.4,65837.24,44800.0,17323.12,550,10,2082.42,1410143363,100.0,10000.0,0.0,2000.0,0,11,0.5,1041.21
3335,CB-E,DCNS,object_tracker,d-1-0,1,421.74,8454.45,8465.61,2000.0,1561.81,300,10,1041.21,1410143363,10000.0,10000.0,25.0,100.0,1,9,0.5,520.605
1250,Edgewards,DCNS,object_tracker,cloud,11,177.65,602356.4,65096.2,44800.0,17124.11,300,10,1029.25,1145661099,100.0,10000.0,0.0,100.0,0,11,0.5,514.625
3912,MGA,Translation_Service,processingModule,d-0,5,85.33,14868.75,6645.29,4000.0,2445.28,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,5,0.1,380.377
3546,MGA,DCNS,object_tracker,cloud,11,177.66,611808.4,68801.32,44800.0,18119.13,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,11,0.5,544.525
1594,Edgewards,DCNS,object_detector,cloud,5,177.55,280047.0,31945.38,44800.0,8103.61,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,5,0.5,1071.55
3527,MGA,Translation_Service,storageModule,cloud,11,0.0,187300.25,16973.5,44800.0,4557.84,1000,10,920.78,794161987,100.0,10000.0,0.0,1000.0,0,11,0.1,92.078
3191,CB-E,VRGame,connector,d-1-0,8,0.0,4217.0,9918.52,2000.0,1832.53,100,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.4121
4123,MGA,Translation_Service,storageModule,d-0,8,0.0,22380.0,10582.4,4000.0,3912.45,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,8,0.1,108.679
577,ELSA,Translation_Service,storageModule,d-0,4,0.0,11352.5,4485.56,4000.0,1640.46,1000,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,4,0.1,91.137
2501,CB-E,DCNS,object_tracker,d-1-0,1,9.37,7356.55,8465.61,2000.0,1561.81,300,10,1041.21,1410143363,10000.0,10000.0,25.0,100.0,1,2,0.5,520.605
2693,CB-E,DCNS,user_interface,cloud,4,0.0,8422.35,5529.74,44800.0,1141.13,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,4,0.025,13.585
1842,Edgewards,VRGame,concentration_calculator,d-1-0,8,95.55,4138.0,10370.45,2000.0,1916.73,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,8,0.06,228.7014
2367,CB-E,Translation_Service,processingModule,d-1-0,4,842.02,2574.0,10552.64,2000.0,1950.68,2500,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,12,0.1,379.299
2998,CB-E,DCNS,object_detector,cloud,3,586.92,9123.85,16711.71,44800.0,4180.89,550,10,1822.73,1835732737,100.0,10000.0,0.0,2000.0,0,7,0.5,911.365
1142,Edgewards,VRGame,concentration_calculator,d-1-0,1,33.31,135.5,1369.31,2000.0,239.59,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,1,0.06,228.7014
2204,CB-E,DCNS,object_detector,cloud,7,821.7,8481.05,37362.67,44800.0,9794.75,550,10,1841.55,794161987,100.0,10000.0,0.0,2000.0,0,11,0.5,920.775
3312,CB-E,VRGame,concentration_calculator,d-0,1,277.66,4372.0,697.15,4000.0,228.7,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,9,0.06,228.7014
4160,MGA,VRGame,connector,d-0,9,0.0,17843.75,5841.5,4000.0,2145.75,100,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,9,0.01,10.8371
2388,CB-E,DCNS,object_tracker,cloud,8,451.89,6756.85,54013.04,44800.0,14321.06,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,12,0.5,544.525
2094,CB-E,DCNS,object_tracker,d-0,3,429.26,8604.25,9740.29,4000.0,3598.64,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,10,0.5,514.09
2852,CB-E,VRGame,concentration_calculator,d-1-0,6,36.46,2512.5,7375.01,2000.0,1358.61,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,6,0.06,216.1422
2793,CB-E,DCNS,object_detector,d-0,2,465.59,9130.25,10312.0,4000.0,3811.69,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,5,0.5,1089.055
1770,Edgewards,Translation_Service,storageModule,d-0,7,0.0,21037.25,8806.84,4000.0,3238.78,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,7,0.1,102.818
1121,Edgewards,VRGame,concentration_calculator,d-1-0,1,32.16,142.5,1170.62,2000.0,202.57,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,1,0.06,193.3626
19,ELSA,Translation_Service,processingModule,d-0,1,78.91,2509.5,1326.32,4000.0,463.16,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,1,0.1,360.237
205,ELSA,Translation_Service,storageModule,cloud,1,0.0,26821.0,5686.09,44800.0,1183.64,1000,10,1029.25,1145661099,100.0,10000.0,0.0,1000.0,0,11,0.1,102.925
460,ELSA,Translation_Service,processingModule,d-0,2,76.26,5406.25,2708.18,4000.0,978.11,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,2,0.1,380.377
3908,MGA,VRGame,connector,d-0,5,0.0,9151.25,3291.45,4000.0,1195.47,100,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,5,0.01,10.8679
683,ELSA,DCNS,object_tracker,d-0,3,70.09,54835.5,10261.83,4000.0,3792.99,300,10,1083.71,1329531353,10000.0,10000.0,50.0,100.0,1,5,0.5,541.855
2862,CB-E,Translation_Service,storageModule,d-0,1,0.0,2229.0,2293.0,4000.0,823.4,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,6,0.1,102.925
667,ELSA,Translation_Service,storageModule,d-0,5,0.0,14654.0,5586.1,4000.0,2050.57,1000,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,5,0.1,91.137
869,ELSA,DCNS,object_detector,cloud,5,121.9,71967.2,28138.65,44800.0,7287.24,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,7,0.5,1028.185
1877,Edgewards,VRGame,concentration_calculator,d-0,9,78.84,17818.25,5525.29,4000.0,2037.91,350,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,9,0.06,216.1422
698,ELSA,DCNS,object_detector,cloud,3,40.63,54175.5,17607.04,44800.0,4424.28,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,5,0.5,1089.055
883,ELSA,Translation_Service,storageModule,d-0,7,0.0,20191.0,9289.15,4000.0,3430.52,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,7,0.1,108.905
2491,CB-E,DCNS,object_detector,d-1-0,1,4.05,8879.55,8850.78,2000.0,1633.58,550,10,2178.11,633816299,10000.0,10000.0,25.0,2000.0,1,2,0.5,1089.055
1652,Edgewards,Translation_Service,processingModule,d-0,5,82.76,14900.0,6684.12,4000.0,2445.28,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,5,0.1,380.377
3535,MGA,Translation_Service,processingModule,cloud,11,375.69,180355.0,19977.06,44800.0,5364.37,2500,10,3792.99,1329531353,100.0,10000.0,0.0,500.0,0,11,0.1,379.299
3448,MGA,DCNS,object_tracker,cloud,10,177.59,555411.5,53405.98,44800.0,13784.41,300,10,911.37,1835732737,100.0,10000.0,0.0,100.0,0,10,0.5,455.685
3547,MGA,DCNS,object_detector,cloud,11,178.18,611808.4,68801.32,44800.0,18119.13,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,11,0.5,1089.055
2807,CB-E,DCNS,object_tracker,d-0,3,256.95,11210.25,9862.64,4000.0,3644.23,300,10,1041.21,1410143363,10000.0,10000.0,50.0,100.0,1,5,0.5,520.605
3892,MGA,Translation_Service,storageModule,d-0,5,0.0,14483.75,6291.41,4000.0,2313.41,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,5,0.1,102.818
1763,Edgewards,Translation_Service,storageModule,d-0,7,0.0,20588.75,9282.47,4000.0,3413.69,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,7,0.1,108.371
2193,CB-E,DCNS,object_tracker,d-0,2,432.97,10056.05,9865.94,4000.0,3645.46,300,10,911.37,1835732737,10000.0,10000.0,50.0,100.0,1,11,0.5,455.685
1709,Edgewards,VRGame,concentration_calculator,d-1-0,6,36.46,2570.5,7459.75,2000.0,1374.4,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,6,0.06,218.6538
986,ELSA,DCNS,object_detector,cloud,6,349.53,81333.05,35713.45,44800.0,9346.41,550,10,2173.58,1282538739,100.0,10000.0,0.0,2000.0,0,8,0.5,1086.79
3689,MGA,Translation_Service,storageModule,d-0,2,0.0,5382.5,2713.64,4000.0,980.15,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,2,0.1,108.905
147,ELSA,DCNS,object_tracker,cloud,7,311.52,95589.75,47903.64,44800.0,12660.25,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,10,0.5,544.525
2234,CB-E,DCNS,object_detector,d-0,2,850.65,7481.05,9740.29,4000.0,3598.64,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,11,0.5,1028.185
3290,CB-E,DCNS,object_detector,d-0,2,781.99,6793.45,10261.83,4000.0,3792.99,550,10,2167.42,1329531353,10000.0,10000.0,50.0,2000.0,1,9,0.5,1083.71
2691,CB-E,VRGame,concentration_calculator,d-1-0,4,29.64,1262.5,5216.26,2000.0,956.38,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,4,0.06,228.2262
3577,MGA,Translation_Service,processingModule,cloud,12,377.05,204491.0,21526.71,44800.0,5786.38,2500,10,3750.43,1954324947,100.0,10000.0,0.0,500.0,0,12,0.1,375.043
4117,MGA,VRGame,concentration_calculator,d-0,8,78.69,16354.75,5216.26,4000.0,1912.75,350,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,8,0.06,228.2262
2212,CB-E,Translation_Service,processingModule,d-1-0,5,824.96,3195.0,10708.21,2000.0,1979.67,2500,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,11,0.1,322.271
2189,CB-E,DCNS,user_interface,cloud,11,0.0,10056.05,36994.48,44800.0,9694.66,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,11,0.025,11.392
152,ELSA,Translation_Service,processingModule,d-0,8,509.8,24316.5,10604.25,4000.0,3920.59,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,10,0.1,381.169
1541,Edgewards,VRGame,concentration_calculator,d-1-0,4,27.61,1286.0,4432.18,2000.0,810.28,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,4,0.06,193.3626
3918,MGA,DCNS,object_detector,cloud,6,177.65,331199.9,37839.07,44800.0,9706.19,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,6,0.5,1069.55
1288,Edgewards,Translation_Service,processingModule,cloud,11,376.76,182865.75,20075.54,44800.0,5390.82,2500,10,3811.69,633816299,100.0,10000.0,0.0,500.0,0,11,0.1,381.169
1423,Edgewards,VRGame,connector,d-1-0,2,0.0,380.0,2655.19,2000.0,479.18,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.8905
3177,CB-E,VRGame,concentration_calculator,d-1-0,8,95.94,4074.0,10370.45,2000.0,1916.73,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,8,0.06,228.7014
1014,ELSA,DCNS,user_interface,cloud,9,0.0,88748.9,39619.56,44800.0,10408.27,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,9,0.025,12.8655
1172,Edgewards,DCNS,user_interface,cloud,10,0.0,559931.5,61755.09,44800.0,16207.22,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,10,0.025,13.3945
