,Strategy,Application,Module,Device,Instances,Delay,Network,EnergyConsumption,DeviceMaxCPU,DeviceCPUUsage,ModuleMIPS,ModuleRAM,TupleCpuLength,SEED,UplinkBandwidth,DownlinkBandwidth,UplinkLatency,TupleNwLength,DeviceLevel,Simulation,Rate,ModuleCpuLoad
4055,MGA,VRGame,connector,d-0,8,0.0,15605.75,5134.84,4000.0,1882.41,100,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,8,0.01,10.6955
3085,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2200.5,10582.4,2000.0,1956.23,1000,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,7,0.1,108.679
515,ELSA,DCNS,object_tracker,d-0,3,27.94,33998.6,9740.29,4000.0,3598.64,300,10,1028.18,200496737,10000.0,10000.0,50.0,100.0,1,3,0.5,514.09
3748,MGA,DCNS,user_interface,cloud,3,0.0,166887.2,19265.07,44800.0,4665.38,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,3,0.025,12.852250000000002
2290,CB-E,DCNS,object_detector,d-0,2,818.77,7933.85,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,12,0.5,1069.55
3659,MGA,DCNS,object_tracker,d-0,2,27.47,21223.65,7420.32,4000.0,2734.1,300,10,911.37,1835732737,10000.0,10000.0,50.0,100.0,1,2,0.5,455.685
1982,CB-E,VRGame,concentration_calculator,d-1-0,1,32.64,137.5,1369.31,2000.0,239.59,350,10,3811.69,633816299,10000.0,10000.0,25.0,500.0,1,1,0.06,228.7014
3555,MGA,Translation_Service,storageModule,cloud,11,0.0,184026.25,19193.58,44800.0,5153.99,1000,10,1041.21,1410143363,100.0,10000.0,0.0,1000.0,0,11,0.1,104.121
1354,Edgewards,DCNS,user_interface,cloud,12,0.0,667410.3,74860.64,44800.0,19766.33,200,10,544.53,633816299,100.0,10000.0,0.0,2000.0,0,12,0.025,13.61325
2198,CB-E,Translation_Service,processingModule,d-1-0,5,795.2,3301.0,10599.63,2000.0,1959.44,2500,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,11,0.1,318.97800000000007
3686,MGA,DCNS,object_detector,d-0,2,28.07,21202.65,8850.78,4000.0,3267.16,550,10,2178.11,633816299,10000.0,10000.0,50.0,2000.0,1,2,0.5,1089.055
487,ELSA,VRGame,connector,d-1-0,3,0.0,739.0,3311.66,2000.0,601.5,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,3,0.01,9.1137
754,ELSA,DCNS,object_detector,d-0,3,39.7,63791.35,9865.94,4000.0,3645.46,550,10,1822.73,1835732737,10000.0,10000.0,50.0,2000.0,1,6,0.5,911.365
1693,Edgewards,Translation_Service,storageModule,d-0,6,0.0,17745.0,7973.82,4000.0,2926.02,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,6,0.1,108.371
841,ELSA,DCNS,user_interface,cloud,7,0.0,75567.2,23416.76,44800.0,6003.62,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,7,0.025,11.392
595,ELSA,Translation_Service,storageModule,d-0,4,0.0,11274.75,5318.04,4000.0,1950.68,1000,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,4,0.1,108.371
2891,CB-E,VRGame,concentration_calculator,d-1-0,6,36.64,2397.5,7760.85,2000.0,1430.5,350,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,6,0.06,227.5794
798,ELSA,DCNS,object_tracker,cloud,3,82.22,65459.35,22685.16,44800.0,5804.74,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,6,0.5,520.605
941,ELSA,DCNS,object_tracker,cloud,6,149.85,84743.05,28767.81,44800.0,7458.28,300,10,920.78,794161987,100.0,10000.0,0.0,100.0,0,8,0.5,460.39
2550,CB-E,VRGame,connector,d-1-0,3,0.0,764.5,3344.99,2000.0,607.71,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,3,0.01,9.2078
2772,CB-E,Translation_Service,processingModule,d-0,1,383.82,1927.5,1392.08,4000.0,487.67,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,5,0.1,379.299
652,ELSA,DCNS,user_interface,cloud,5,0.0,52515.5,16713.28,44800.0,4181.32,200,10,514.62,1145661099,100.0,10000.0,0.0,2000.0,0,5,0.025,12.8655
1053,ELSA,DCNS,user_interface,cloud,9,0.0,92068.9,39579.94,44800.0,10397.5,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,9,0.025,12.852250000000002
1437,Edgewards,VRGame,connector,d-1-0,2,0.0,387.0,2649.85,2000.0,478.19,100,10,1086.79,1282538739,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.8679
524,ELSA,Translation_Service,processingModule,d-0,3,77.4,8337.0,4028.74,4000.0,1470.22,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,3,0.1,381.169
3256,CB-E,Translation_Service,processingModule,d-1-0,4,765.48,2668.0,10578.89,2000.0,1955.57,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,9,0.1,360.237
3479,MGA,Translation_Service,processingModule,cloud,10,376.71,165505.25,18272.77,44800.0,4900.74,2500,10,3811.69,633816299,100.0,10000.0,0.0,500.0,0,10,0.1,381.169
368,ELSA,Translation_Service,processingModule,d-0,8,674.91,26621.75,10604.25,4000.0,3920.59,2500,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,12,0.1,381.169
1847,Edgewards,Translation_Service,storageModule,d-0,8,0.0,21750.25,10643.33,4000.0,3920.59,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,8,0.1,108.905
1811,Edgewards,DCNS,object_detector,cloud,8,177.85,438121.7,47916.49,44800.0,12453.9,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,8,0.5,1029.25
1565,Edgewards,DCNS,object_tracker,cloud,4,177.3,222595.1,26386.07,44800.0,6588.78,300,10,1089.05,633816299,100.0,10000.0,0.0,100.0,0,4,0.5,544.525
1387,Edgewards,VRGame,concentration_calculator,d-1-0,2,25.2,383.0,2513.96,2000.0,452.87,350,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,2,0.06,216.1422
3034,CB-E,VRGame,concentration_calculator,d-1-0,7,40.85,3305.0,8581.47,2000.0,1583.4,350,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,7,0.06,215.9184
1047,ELSA,Translation_Service,processingModule,cloud,1,410.52,23012.25,3125.93,44800.0,487.67,2500,10,3792.99,1329531353,100.0,10000.0,0.0,500.0,0,9,0.1,379.299
1464,Edgewards,VRGame,concentration_calculator,d-1-0,3,25.29,754.5,3311.66,2000.0,601.5,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,3,0.06,191.3868
2458,CB-E,Translation_Service,processingModule,d-1-0,2,25.18,573.0,4485.56,2000.0,820.23,2500,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,2,0.1,318.97800000000007
1362,Edgewards,DCNS,object_tracker,cloud,12,177.71,673697.3,71630.36,44800.0,18897.95,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,12,0.5,520.605
3804,MGA,DCNS,user_interface,cloud,4,0.0,51552.1,8736.02,44800.0,1887.59,200,10,460.39,794161987,100.0,10000.0,0.0,2000.0,0,4,0.025,11.50975
3925,MGA,DCNS,object_detector,cloud,6,177.66,336023.9,37907.32,44800.0,9724.33,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,6,0.5,1071.55
1856,Edgewards,VRGame,concentration_calculator,d-1-0,8,156.9,4109.5,10349.09,2000.0,1912.75,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,8,0.06,228.2262
3450,MGA,Translation_Service,storageModule,cloud,10,0.0,164270.5,15291.42,44800.0,4101.15,1000,10,911.37,1835732737,100.0,10000.0,0.0,1000.0,0,10,0.1,91.137
1331,Edgewards,VRGame,concentration_calculator,d-0,12,81.36,27374.25,6573.76,4000.0,2430.85,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,12,0.06,193.3626
599,ELSA,DCNS,object_detector,cloud,2,30.44,44039.65,10976.72,44800.0,2621.87,550,10,2056.37,200496737,100.0,10000.0,0.0,2000.0,0,4,0.5,1028.185
3462,MGA,DCNS,object_tracker,cloud,10,177.6,555601.5,62440.75,44800.0,16391.14,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,10,0.5,541.855
3935,MGA,VRGame,concentration_calculator,d-0,6,74.22,11211.75,3311.66,4000.0,1203.0,350,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,6,0.06,191.3868
2314,CB-E,VRGame,connector,d-1-0,12,0.0,4988.5,10026.49,2000.0,1852.65,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,12,0.01,10.2925
3494,MGA,VRGame,concentration_calculator,d-0,11,82.73,23377.75,7029.12,4000.0,2588.32,350,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,11,0.06,224.6058
1060,ELSA,Translation_Service,storageModule,d-0,9,0.0,24786.25,10292.11,4000.0,3804.28,1000,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,9,0.1,102.818
1551,Edgewards,DCNS,object_tracker,cloud,4,177.3,222358.1,26263.17,44800.0,6556.45,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,4,0.5,541.855
999,ELSA,Translation_Service,processingModule,cloud,1,367.87,23599.75,2709.05,44800.0,374.34,2500,10,3743.43,428956419,100.0,10000.0,0.0,500.0,0,9,0.1,374.343
3985,MGA,VRGame,connector,d-0,7,0.0,13324.0,4503.41,4000.0,1647.11,100,10,1069.55,428956419,10000.0,10000.0,50.0,1000.0,1,7,0.01,10.6955
2672,CB-E,VRGame,connector,d-1-0,4,0.0,1228.5,5226.94,2000.0,958.37,100,10,1089.05,633816299,10000.0,10000.0,25.0,1000.0,1,4,0.01,10.8905
3573,MGA,DCNS,user_interface,cloud,12,0.0,671785.3,73678.98,44800.0,19448.67,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,12,0.025,13.3945
2422,CB-E,Translation_Service,storageModule,d-0,8,0.0,2532.0,10582.4,4000.0,3912.45,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,12,0.1,108.679
3621,MGA,VRGame,connector,d-0,12,0.0,26210.25,7459.75,4000.0,2748.79,100,10,1041.21,1410143363,10000.0,10000.0,50.0,1000.0,1,12,0.01,10.4121
47,ELSA,Translation_Service,processingModule,d-0,1,79.03,2543.25,1325.03,4000.0,462.68,2500,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,1,0.1,359.86400000000003
3829,MGA,Translation_Service,storageModule,d-0,4,0.0,11489.5,5343.84,4000.0,1960.3,1000,10,1089.05,633816299,10000.0,10000.0,50.0,1000.0,1,4,0.1,108.905
4010,MGA,Translation_Service,processingModule,d-0,7,92.55,21747.0,7787.16,4000.0,2870.8,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,7,0.1,318.97800000000007
750,ELSA,VRGame,concentration_calculator,d-1-0,6,30.87,4217.0,6442.07,2000.0,1184.78,350,10,3189.78,1835732737,10000.0,10000.0,25.0,500.0,1,6,0.06,191.3868
3061,CB-E,VRGame,connector,d-1-0,7,0.0,3308.5,8689.14,2000.0,1603.46,100,10,1041.21,1410143363,10000.0,10000.0,25.0,1000.0,1,7,0.01,10.4121
281,ELSA,Translation_Service,processingModule,d-0,8,592.21,25779.75,10582.4,4000.0,3912.45,2500,10,3803.77,1282538739,10000.0,10000.0,50.0,500.0,1,11,0.1,380.377
861,ELSA,DCNS,object_tracker,cloud,4,147.48,72585.2,29586.39,44800.0,7680.81,300,10,1083.71,1329531353,100.0,10000.0,0.0,100.0,0,7,0.5,541.855
1321,Edgewards,DCNS,object_detector,cloud,12,178.25,657101.3,70822.77,44800.0,18680.85,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,12,0.5,1029.25
1348,Edgewards,DCNS,object_tracker,cloud,12,177.7,667061.3,70750.86,44800.0,18661.52,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,12,0.5,514.09
801,ELSA,Translation_Service,processingModule,d-0,6,101.25,18376.0,7627.39,4000.0,2811.27,2500,10,3644.23,1410143363,10000.0,10000.0,50.0,500.0,1,6,0.1,364.423
44,ELSA,DCNS,user_interface,cloud,1,0.0,11298.7,1379.28,44800.0,12.85,200,10,514.09,200496737,100.0,10000.0,0.0,2000.0,0,1,0.025,12.852250000000002
2774,CB-E,Translation_Service,processingModule,d-1-0,4,383.82,1927.5,10552.64,2000.0,1950.68,2500,10,3792.99,1329531353,10000.0,10000.0,25.0,500.0,1,5,0.1,379.299
1886,Edgewards,DCNS,user_interface,cloud,9,0.0,499886.6,48335.29,44800.0,12405.97,200,10,455.68,1835732737,100.0,10000.0,0.0,2000.0,0,9,0.025,11.392
2341,CB-E,VRGame,concentration_calculator,d-0,3,465.98,5733.0,1640.09,4000.0,580.09,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,12,0.06,193.3626
3524,MGA,DCNS,user_interface,cloud,11,0.0,611986.4,59066.66,44800.0,15319.4,200,10,460.39,794161987,100.0,10000.0,0.0,2000.0,0,11,0.025,11.50975
1656,Edgewards,DCNS,object_tracker,cloud,6,177.4,331199.9,37839.07,44800.0,9706.19,300,10,1069.55,428956419,100.0,10000.0,0.0,100.0,0,6,0.5,534.775
3997,MGA,Translation_Service,storageModule,d-0,7,0.0,21335.0,9141.2,4000.0,3375.39,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,7,0.1,107.155
1899,Edgewards,VRGame,connector,d-0,9,0.0,17656.75,5817.67,4000.0,2145.75,100,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,9,0.01,10.8371
4172,MGA,Translation_Service,processingModule,cloud,9,374.16,144909.25,15549.43,44800.0,4164.14,2500,10,3598.64,200496737,100.0,10000.0,0.0,500.0,0,9,0.1,359.86400000000003
3146,CB-E,DCNS,object_tracker,d-1-0,2,391.14,9025.65,9966.94,2000.0,1841.55,300,10,920.78,794161987,10000.0,10000.0,25.0,100.0,1,8,0.5,460.39
2333,CB-E,DCNS,object_detector,d-0,3,822.04,8407.85,9865.94,4000.0,3645.46,550,10,1822.73,1835732737,10000.0,10000.0,50.0,2000.0,1,12,0.5,911.365
3857,MGA,Translation_Service,storageModule,d-0,5,0.0,14943.75,6553.27,4000.0,2410.99,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,5,0.1,107.155
774,ELSA,Translation_Service,processingModule,d-0,6,104.26,17745.0,7935.34,4000.0,2926.02,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,6,0.1,379.299
3873,MGA,VRGame,connector,d-0,5,0.0,9512.0,2801.4,4000.0,1012.85,100,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,5,0.01,9.2078
1768,Edgewards,DCNS,object_tracker,cloud,7,177.44,389186.8,42147.64,44800.0,10885.88,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,7,0.5,514.09
4137,MGA,Translation_Service,processingModule,cloud,9,377.22,151081.25,16205.31,44800.0,4339.79,2500,10,3750.43,1954324947,100.0,10000.0,0.0,500.0,0,9,0.1,375.043
1721,Edgewards,Translation_Service,storageModule,d-0,6,0.0,18289.5,7996.49,4000.0,2934.34,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,6,0.1,108.679
3590,MGA,Translation_Service,storageModule,cloud,12,0.0,198885.25,18308.69,44800.0,4921.38,1000,10,911.37,1835732737,100.0,10000.0,0.0,1000.0,0,12,0.1,91.137
3537,MGA,VRGame,connector,d-0,11,0.0,23220.25,6760.46,4000.0,2488.2,100,10,1028.18,200496737,10000.0,10000.0,50.0,1000.0,1,11,0.01,10.2818
1826,Edgewards,Translation_Service,storageModule,d-0,8,0.0,25715.25,9102.33,4000.0,3314.79,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,8,0.1,92.078
3229,CB-E,Translation_Service,storageModule,d-1-0,4,0.0,2389.0,10415.85,2000.0,1925.19,1000,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,9,0.1,106.955
352,ELSA,DCNS,object_tracker,cloud,9,355.45,113396.45,56741.87,44800.0,15062.88,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,12,0.5,514.09
721,ELSA,Translation_Service,storageModule,d-0,5,0.0,14868.75,6645.29,4000.0,2445.28,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,5,0.1,108.679
315,ELSA,Translation_Service,storageModule,d-0,10,0.0,27757.5,10578.89,4000.0,3911.14,1000,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,12,0.1,102.925
3578,MGA,VRGame,concentration_calculator,d-0,12,83.68,25976.5,7375.01,4000.0,2717.21,350,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,12,0.06,216.1422
393,ELSA,VRGame,connector,d-1-0,2,0.0,376.5,2609.14,2000.0,470.6,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.6955
56,ELSA,VRGame,concentration_calculator,d-1-0,1,28.03,137.0,1312.82,2000.0,229.07,350,10,3644.23,1410143363,10000.0,10000.0,25.0,500.0,1,1,0.06,218.6538
950,ELSA,DCNS,object_detector,cloud,6,322.37,80385.05,35615.99,44800.0,9319.92,550,10,2167.42,1329531353,100.0,10000.0,0.0,2000.0,0,8,0.5,1083.71
2956,CB-E,VRGame,concentration_calculator,d-1-0,7,46.99,3372.0,8923.39,2000.0,1647.11,350,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,7,0.06,224.6058
3936,MGA,VRGame,connector,d-0,6,0.0,11211.75,3311.66,4000.0,1203.0,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,6,0.01,9.1137
3396,MGA,VRGame,concentration_calculator,d-0,1,77.3,1801.25,690.44,4000.0,226.2,350,10,3598.64,200496737,10000.0,10000.0,50.0,500.0,1,1,0.06,215.9184
3045,CB-E,Translation_Service,processingModule,d-1-0,4,630.34,2375.0,10568.02,2000.0,1953.55,2500,10,3598.64,200496737,10000.0,10000.0,25.0,500.0,1,7,0.1,359.86400000000003
639,ELSA,Translation_Service,processingModule,d-0,5,85.33,14481.25,6541.2,4000.0,2406.49,2500,10,3743.43,428956419,10000.0,10000.0,50.0,500.0,1,5,0.1,374.343
3948,MGA,Translation_Service,storageModule,d-0,6,0.0,18670.25,6754.8,4000.0,2486.09,1000,10,920.78,794161987,10000.0,10000.0,50.0,1000.0,1,6,0.1,92.078
1029,ELSA,Translation_Service,processingModule,d-0,9,220.23,27301.75,9988.23,4000.0,3691.03,2500,10,3189.78,1835732737,10000.0,10000.0,50.0,500.0,1,9,0.1,318.97800000000007
69,ELSA,Translation_Service,storageModule,d-0,1,0.0,2610.75,1395.8,4000.0,489.06,1000,10,1086.79,1282538739,10000.0,10000.0,50.0,1000.0,1,1,0.1,108.679
2634,CB-E,VRGame,connector,d-1-0,4,0.0,1260.0,4387.74,2000.0,802.0,100,10,911.37,1835732737,10000.0,10000.0,25.0,1000.0,1,4,0.01,9.1137
304,ELSA,Translation_Service,storageModule,d-0,9,0.0,26676.0,10722.72,4000.0,3964.74,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,12,0.1,107.155
1506,Edgewards,VRGame,concentration_calculator,d-1-0,3,27.06,762.5,3933.06,2000.0,717.28,350,10,3803.77,1282538739,10000.0,10000.0,25.0,500.0,1,3,0.06,228.2262
1829,Edgewards,VRGame,connector,d-1-0,8,0.0,4062.0,10319.99,2000.0,1907.33,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.8371
1324,Edgewards,VRGame,connector,d-0,12,0.0,26542.75,6556.71,4000.0,2406.01,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,12,0.01,9.1137
2060,CB-E,VRGame,concentration_calculator,d-1-0,9,210.01,5760.0,9917.52,2000.0,1832.34,350,10,3222.71,794161987,10000.0,10000.0,25.0,500.0,1,10,0.06,193.3626
3866,MGA,VRGame,connector,d-0,5,0.0,9122.25,2773.62,4000.0,1002.5,100,10,911.37,1835732737,10000.0,10000.0,50.0,1000.0,1,5,0.01,9.1137
1127,Edgewards,Translation_Service,storageModule,d-1-0,1,0.0,197.5,2307.22,2000.0,414.35,1000,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,1,0.1,92.078
824,ELSA,DCNS,object_detector,cloud,5,222.94,72131.2,29269.37,44800.0,7594.62,550,10,2143.1,1954324947,100.0,10000.0,0.0,2000.0,0,7,0.5,1071.55
2450,CB-E,Translation_Service,processingModule,d-1-0,2,27.6,562.0,5054.96,2000.0,926.32,2500,10,3602.37,1145661099,10000.0,10000.0,25.0,500.0,1,2,0.1,360.237
2732,CB-E,DCNS,object_detector,d-0,2,403.5,8245.25,9750.3,4000.0,3602.37,550,10,2058.5,1145661099,10000.0,10000.0,50.0,2000.0,1,5,0.5,1029.25
1636,Edgewards,DCNS,object_detector,cloud,5,177.56,278197.0,32445.39,44800.0,8235.97,550,10,2178.11,633816299,100.0,10000.0,0.0,2000.0,0,5,0.5,1089.055
3880,MGA,VRGame,connector,d-0,5,0.0,8923.0,3282.36,4000.0,1192.08,100,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,5,0.01,10.8371
3390,MGA,VRGame,connector,d-0,1,0.0,1761.25,723.22,4000.0,238.42,100,10,1083.71,1329531353,10000.0,10000.0,50.0,1000.0,1,1,0.01,10.8371
3254,CB-E,Translation_Service,processingModule,d-0,5,765.48,2668.0,6021.65,4000.0,2212.88,2500,10,3602.37,1145661099,10000.0,10000.0,50.0,500.0,1,9,0.1,360.237
3736,MGA,DCNS,object_detector,d-0,3,178.54,38067.2,7496.07,4000.0,2762.33,550,10,1841.55,794161987,10000.0,10000.0,50.0,2000.0,1,3,0.5,920.775
781,ELSA,DCNS,object_detector,d-0,2,55.82,64241.35,9740.29,4000.0,3598.64,550,10,2056.37,200496737,10000.0,10000.0,50.0,2000.0,1,6,0.5,1028.185
1063,ELSA,DCNS,user_interface,cloud,9,0.0,87636.9,41844.32,44800.0,11013.06,200,10,544.53,633816299,100.0,10000.0,0.0,2000.0,0,9,0.025,13.61325
2428,CB-E,DCNS,object_detector,d-0,1,4.04,6546.55,4388.61,4000.0,1604.33,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,2,0.5,1069.55
3038,CB-E,DCNS,object_tracker,cloud,3,363.92,9498.85,22465.29,44800.0,5744.97,300,10,1028.18,200496737,100.0,10000.0,0.0,100.0,0,7,0.5,514.09
2855,CB-E,DCNS,object_detector,cloud,3,557.7,9292.05,16760.61,44800.0,4194.19,550,10,2058.5,1145661099,100.0,10000.0,0.0,2000.0,0,6,0.5,1029.25
2607,CB-E,DCNS,object_detector,d-0,2,232.34,9269.35,10128.84,4000.0,3743.43,550,10,2139.1,428956419,10000.0,10000.0,50.0,2000.0,1,4,0.5,1069.55
1217,Edgewards,Translation_Service,storageModule,cloud,10,0.0,165505.25,18272.77,44800.0,4900.74,1000,10,1089.05,633816299,100.0,10000.0,0.0,1000.0,0,10,0.1,108.905
2900,CB-E,Translation_Service,processingModule,d-0,2,540.87,2121.0,2700.73,4000.0,975.34,2500,10,3792.99,1329531353,10000.0,10000.0,50.0,500.0,1,6,0.1,379.299
4067,MGA,Translation_Service,storageModule,d-0,8,0.0,22402.0,10435.17,4000.0,3857.59,1000,10,1071.55,1954324947,10000.0,10000.0,50.0,1000.0,1,8,0.1,107.155
646,ELSA,DCNS,object_detector,d-0,2,39.24,53075.5,10147.62,4000.0,3750.43,550,10,2143.1,1954324947,10000.0,10000.0,50.0,2000.0,1,5,0.5,1071.55
1808,Edgewards,VRGame,connector,d-1-0,8,0.0,4204.5,9805.54,2000.0,1811.48,100,10,1029.25,1145661099,10000.0,10000.0,25.0,1000.0,1,8,0.01,10.2925
3999,MGA,VRGame,connector,d-0,7,0.0,13312.5,4336.85,4000.0,1585.04,100,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,7,0.01,10.2925
3553,MGA,DCNS,object_tracker,cloud,11,177.65,617594.4,65837.24,44800.0,17323.12,300,10,1041.21,1410143363,100.0,10000.0,0.0,100.0,0,11,0.5,520.605
1310,Edgewards,VRGame,concentration_calculator,d-0,12,85.63,26895.75,7650.21,4000.0,2828.9,350,10,3750.43,1954324947,10000.0,10000.0,50.0,500.0,1,12,0.06,225.0258
2543,CB-E,DCNS,object_detector,d-0,2,8.31,9426.45,6197.5,4000.0,2278.41,550,10,1822.73,1835732737,10000.0,10000.0,50.0,2000.0,1,3,0.5,911.365
3909,MGA,DCNS,user_interface,cloud,5,0.0,282187.0,32380.78,44800.0,8218.87,200,10,543.4,1282538739,100.0,10000.0,0.0,2000.0,0,5,0.025,13.585
3929,MGA,VRGame,connector,d-0,6,0.0,11301.5,3729.22,4000.0,1358.61,100,10,1029.25,1145661099,10000.0,10000.0,50.0,1000.0,1,6,0.01,10.2925
635,ELSA,DCNS,object_detector,cloud,3,37.96,57255.5,17315.6,44800.0,4345.06,550,10,2139.1,428956419,100.0,10000.0,0.0,2000.0,0,5,0.5,1069.55
1106,Edgewards,Translation_Service,storageModule,d-1-0,1,0.0,196.0,2671.37,2000.0,482.2,1000,10,1071.55,1954324947,10000.0,10000.0,25.0,1000.0,1,1,0.1,107.155
1093,Edgewards,VRGame,concentration_calculator,d-1-0,1,32.04,135.5,1346.28,2000.0,235.3,350,10,3743.43,428956419,10000.0,10000.0,25.0,500.0,1,1,0.06,224.6058
965,ELSA,VRGame,concentration_calculator,d-0,8,78.12,26080.25,2492.97,4000.0,914.81,350,10,3811.69,633816299,10000.0,10000.0,50.0,500.0,1,8,0.06,228.7014
3541,MGA,Translation_Service,storageModule,cloud,11,0.0,178788.25,18953.45,44800.0,5089.5,1000,10,1028.18,200496737,100.0,10000.0,0.0,1000.0,0,11,0.1,102.818
641,ELSA,VRGame,concentration_calculator,d-1-0,5,33.82,1888.5,6409.5,2000.0,1178.71,350,10,3750.43,1954324947,10000.0,10000.0,25.0,500.0,1,5,0.06,225.0258
3346,CB-E,DCNS,object_detector,d-0,2,793.52,8422.45,10290.76,4000.0,3803.77,550,10,2173.58,1282538739,10000.0,10000.0,50.0,2000.0,1,9,0.5,1086.79
2960,CB-E,DCNS,object_tracker,cloud,3,362.04,7959.85,23315.6,44800.0,5976.12,300,10,1069.55,428956419,100.0,10000.0,0.0,100.0,0,7,0.5,534.775
1612,Edgewards,VRGame,connector,d-1-0,5,0.0,1879.0,5519.36,2000.0,1012.85,100,10,920.78,794161987,10000.0,10000.0,25.0,1000.0,1,5,0.01,9.2078
1452,Edgewards,DCNS,user_interface,cloud,3,0.0,168093.2,20021.49,44800.0,4862.17,200,10,535.78,1954324947,100.0,10000.0,0.0,2000.0,0,3,0.025,13.3945
1654,Edgewards,VRGame,connector,d-1-0,6,0.0,2482.5,7660.54,2000.0,1411.81,100,10,1069.55,428956419,10000.0,10000.0,25.0,1000.0,1,6,0.01,10.6955
2059,CB-E,VRGame,concentration_calculator,d-0,1,210.01,5760.0,602.32,4000.0,193.36,350,10,3222.71,794161987,10000.0,10000.0,50.0,500.0,1,10,0.06,193.3626
2469,CB-E,VRGame,connector,d-1-0,2,0.0,381.0,2642.57,2000.0,476.83,100,10,1083.71,1329531353,10000.0,10000.0,25.0,1000.0,1,2,0.01,10.8371
2438,CB-E,DCNS,object_tracker,d-0,1,9.29,6279.55,4396.66,4000.0,1607.33,300,10,1071.55,1954324947,10000.0,10000.0,50.0,100.0,1,2,0.5,535.775
